Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Total Penjualan,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Sales,Kode Sales,Nama Depan,Nama Belakang,#,SKU,Nama,Harga
Suhangkat,Santoso,Suhangkat@mex.com,Tangerang,01-09-2018,KP0925SG,"Rp90,000,000",36948,6,4,JENT,N,Za-500,500,,,,,,,
Bong,Ruwiyadi,Bong@gmailx.com,Banjar,01-09-2018,KP0150BH,"Rp189,000,000",35137,7,N/A,Cepat Kirim,Y,Gz-409,409,,,,,,,
Khou,Surono,Khou@gmailx.com,Banjar,01-08-2018,KP0425CB,"Rp272,500,000",35712,10,2,Swift Delivery,Y,Sn-409,409,,,,,,,
Hotman,Derice,Hotman@ymailx.com,Metro,01-08-2018,KP0425CB,"Rp272,500,000",36690,10,N/A,Wakanda Express,Y,Zw-150,150,,,,,,,
Gt,Niaga,GT@gmailx.com,Lhokseumawe,01-07-2018,KP0350CF,"Rp315,000,000",36361,9,4,Wakanda Express,Y,Us-101,101,,,,,,,
Sari,Richard,Sari@icloudx.com,Banjarbaru,01-06-2018,KP0625AF,"Rp108,000,000",36142,9,N/A,Swift Delivery,N,Zk-991,991,,,,,,,
Choo,Karamchandani,Choo@outlookx.com,Tasikmalaya,01-01-2018,KP0225BB,"Rp40,000,000",35092,4,N/A,Pru Logistic,Y,Gh-409,409,,,,,,,
Hermansjah,Putra,Hermansjah@ymailx.com,Banda Aceh,01-01-2018,KP0850FB,"Rp126,000,000",36134,6,N/A,Cepat Kirim,Y,Rh-101,101,,,,,,,
Septo,Ong,Septo@ymailx.com,Banda Aceh,28-12-2017,KP0850FB,"Rp63,000,000",36838,3,N/A,Cepat Kirim,N,Tr-101,101,,,,,,,
Metta,Basyir,Metta@ymailx.com,Medan,28-12-2017,KP0850FB,"Rp84,000,000",35628,4,N/A,Swift Delivery,Y,Rn-662,662,,,,,,,
Andrew,Eddy,Andrew@ymailx.com,Manado,27-12-2017,KP0350CF,"Rp210,000,000",36598,6,4,Swift Delivery,Y,Qo-221,221,,,,,,,
Rori,Group,Group@ymailx.com,Pariaman,27-12-2017,KP0750AJ,"Rp144,000,000",35311,8,N/A,JENT,N,Rh-559,559,,,,,,,
Baldeo,Agil,Baldeo@ymailx.com,Tomohon,26-12-2017,KP0050AG,"Rp113,750,000",35959,7,N/A,JENT,Y,Uj-221,221,,,,,,,
Adji,Widjojo,Adji@livex.com,Tarakan,26-12-2017,KP0850FB,"Rp126,000,000",36748,6,N/A,Cepat Kirim,Y,Ak-994,994,,,,,,,
Iwan,Hardjanto,Iwan@ymailx.com,Singkawang,24-12-2017,KP0050AG,"Rp81,250,000",36548,5,N/A,Swift Delivery,Y,Fb-880,880,,,,,,,
Roni,Landajani,Landajani@gmailx.com,Sorong,23-12-2017,KP0750AJ,"Rp72,000,000",35384,4,N/A,Wakanda Express,N,Be-999,999,,,,,,,
Multi-Holdings,Asia,Multi-Holdings@rocketmailx.com,Bima,23-12-2017,KP0050AG,"Rp130,000,000",36174,8,N/A,JENT,N,Bl-183,183,,,,,,,
Hardy,Noer,Hardy@ymailx.com,Langsa,23-12-2017,KP0625AF,"Rp36,000,000",35876,3,4,Swift Delivery,Y,Ev-101,101,,,,,,,
Handy,Budiman,Handy@ymailx.com,Jakarta Timur,23-12-2017,KP0350CF,"Rp245,000,000",36437,7,4,Cepat Kirim,Y,In-333,333,,,,,,,
Pat,Mulyono,Pat@livex.com,Tanjungpinang,18-12-2017,KP0625AF,"Rp36,000,000",36460,3,N/A,JENT,N,Ez-809,809,,,,,,,
Gary,Yohan,Gary@ymailx.com,Tanjungpinang,16-12-2017,KP0350CF,"Rp315,000,000",35724,9,N/A,Cepat Kirim,Y,Ij-809,809,,,,,,,
Asian,Femi,Femi@ymailx.com,Payakumbuh,14-12-2017,KP0750AJ,"Rp90,000,000",36209,5,N/A,Wakanda Express,Y,Zu-559,559,,,,,,,
Basir,Moeis,Moeis@livex.com,Tarakan,13-12-2017,KP0850FB,"Rp42,000,000",36378,2,N/A,Wakanda Express,Y,Xm-994,994,,,,,,,
Douglas,Lucas,Lucas@livex.com,Binjai,12-12-2017,KP0050AG,"Rp32,500,000",36150,2,N/A,JENT,Y,Ax-662,662,,,,,,,
Rafael,Andhika,Andhika@rocketmailx.com,Kupang,12-12-2017,KP0750AJ,"Rp36,000,000",36190,2,4,JENT,N,Ui-185,185,,,,,,,
Heru,Lekhraj,Lekhraj@ymailx.com,Bontang,12-10-2017,KP0850FB,"Rp210,000,000",35701,10,4,JENT,Y,Pp-993,993,,,,,,,
B.,Kurniadi,B.@gmailx.com,Medan,12-10-2017,KP0350CF,"Rp210,000,000",36531,6,N/A,Wakanda Express,Y,Sb-662,662,,,,,,,
Sugiono,Securities,Securities@icloudx.com,Lubuklinggau,12-07-2017,KP0850FB,"Rp42,000,000",35369,2,2,JENT,N,Hm-661,661,,,,,,,
Law,Effendi,Effendi@outlookx.com,Banjar,12-07-2017,KP0750AJ,"Rp90,000,000",35682,5,N/A,Pru Logistic,Y,En-409,409,,,,,,,
Peter,Ongko,Peter@gmailx.com,Padangpanjang,12-05-2017,KP0925SG,"Rp75,000,000",35941,5,3,Wakanda Express,N,Au-559,559,,,,,,,
Ridwan,Tejowarno,Tejowarno@ymailx.com,Sibolga,28-11-2017,KP0850FB,"Rp210,000,000",36994,10,N/A,Swift Delivery,N,El-662,662,,,,,,,
Irawan,Moi,Moi@gmailx.com,Manado,28-11-2017,KP0750AJ,"Rp144,000,000",36902,8,N/A,Wakanda Express,Y,Fi-221,221,,,,,,,
Henking,Ikbal,Ikbal@ymailx.com,Pontianak,26-11-2017,KP0050AG,"Rp162,500,000",36660,10,N/A,JENT,Y,Hq-880,880,,,,,,,
Lee,Faizal,Lee@livex.com,Mojokerto,25-11-2017,KP0850FB,"Rp84,000,000",36470,4,N/A,JENT,Y,Zb-123,123,,,,,,,
Fifi,Melbourne,MELBOURNE@outlookx.com,Gorontalo,23-11-2017,KP0625AF,"Rp120,000,000",36184,10,5,Wakanda Express,Y,Fq-983,983,,,,,,,
Effendy,Halim,Halim@icloudx.com,Malang,22-11-2017,KP0925SG,"Rp30,000,000",35154,2,N/A,JENT,Y,Wj-123,123,,,,,,,
Chew,Widjaja,Chew@livex.com,Tomohon,21-11-2017,KP0425CB,"Rp81,750,000",35341,3,N/A,JENT,Y,Wm-221,221,,,,,,,
Hendy,Masehi,Hendy@gmailx.com,Pangkalpinang,19-11-2017,KP0850FB,"Rp147,000,000",36450,7,4,Cepat Kirim,Y,Ou-120,120,,,,,,,
Martina,Arto,Martina@livex.com,Tanjungpinang,19-11-2017,KP0625AF,"Rp60,000,000",35829,5,4,Wakanda Express,Y,Kz-809,809,,,,,,,
Erwin,Salim,Salim@icloudx.com,Jambi,18-11-2017,KP0050AG,"Rp130,000,000",36060,8,5,Swift Delivery,Y,Ci-512,512,,,,,,,
Erwin,Halim,Halim@livex.com,Pekalongan,17-11-2017,KP0150BH,"Rp108,000,000",35894,4,N/A,Wakanda Express,Y,Wg-410,410,,,,,,,
Irawan,Ahmad,Irawan@gmailx.com,Banjarmasin,16-11-2017,KP0850FB,"Rp63,000,000",36489,3,N/A,Swift Delivery,Y,Wd-991,991,,,,,,,
Stewart,Gallamnn,Gallamnn@mex.com,Banjarbaru,16-11-2017,KP0750AJ,"Rp108,000,000",35576,6,4,Wakanda Express,N,Cu-991,991,,,,,,,
Lauw,Dewono,Dewono@gmailx.com,Manado,16-11-2017,KP0925SG,"Rp75,000,000",35097,5,N/A,Wakanda Express,Y,Lj-221,221,,,,,,,
Irawan,Angkawidjaja,IRAWAN@ymailx.com,Semarang,15-11-2017,KP0050AG,"Rp81,250,000",35513,5,N/A,Swift Delivery,Y,Ux-410,410,,,,,,,
Alien,Irwan,Irwan@gmailx.com,Tasikmalaya,13-11-2017,KP0625AF,"Rp24,000,000",36251,2,4,JENT,Y,Ol-409,409,,,,,,,
Rachmat,Rahayu,Rahayu@ymailx.com,Gorontalo,11-12-2017,KP0625AF,"Rp72,000,000",35975,6,N/A,JENT,N,Gy-983,983,,,,,,,
Krisnadi,Widjajanti,Krisnadi@gmailx.com,Bandar Lampung,11-10-2017,KP0925SG,"Rp150,000,000",35858,10,N/A,JENT,Y,Ih-150,150,,,,,,,
Linda,Kee,Linda@outlookx.com,Tebingtinggi,11-10-2017,KP0925SG,"Rp135,000,000",36736,9,4,JENT,Y,Fw-662,662,,,,,,,
Joachim,Jahja,Joachim@ymailx.com,Mojokerto,11-05-2017,KP0850FB,"Rp126,000,000",35061,6,N/A,Swift Delivery,Y,My-123,123,,,,,,,
Dewi,Maclachlan,Maclachlan@icloudx.com,Surakarta,11-05-2017,KP0625AF,"Rp120,000,000",35797,10,4,Wakanda Express,Y,Eb-410,410,,,,,,,
Siman,Pujiastuti,Siman@outlookx.com,Padang Sidempuan,11-05-2017,KP0625AF,"Rp72,000,000",35660,6,4,JENT,N,Qo-662,662,,,,,,,
Elizabeth,Widjoyo,Elizabeth@gmailx.com,Bogor,11-04-2017,KP0150BH,"Rp108,000,000",35653,4,N/A,Pru Logistic,Y,Or-409,409,,,,,,,
Erwin,Anand,Anand@gmailx.com,Sabang,11-03-2017,KP0350CF,"Rp175,000,000",35365,5,5,Cepat Kirim,Y,Tc-101,101,,,,,,,
Iwan,Faisal,Faisal@ymailx.com,Lhokseumawe,11-02-2017,KP0850FB,"Rp126,000,000",35150,6,N/A,Swift Delivery,Y,Vm-101,101,,,,,,,
Andi,Hamdani,Andi@ymailx.com,Tual,11-02-2017,KP0850FB,"Rp42,000,000",36312,2,N/A,Swift Delivery,Y,Js-171,171,,,,,,,
Benjamin,S.,Benjamin@icloudx.com,Gorontalo,11-02-2017,KP0750AJ,"Rp36,000,000",35377,2,N/A,JENT,Y,Qu-983,983,,,,,,,
Darmawansjah,Johan,Johan@outlookx.com,Meulaboh,28-10-2017,KP0350CF,"Rp245,000,000",36642,7,5,Wakanda Express,Y,Dj-101,101,,,,,,,
Abu,"Sally,",Abu@ymailx.com,Balikpapan,27-10-2017,KP0350CF,"Rp245,000,000",36012,7,N/A,Cepat Kirim,Y,Qc-993,993,,,,,,,
Alexandra,Muljo,Alexandra@ymailx.com,Mojokerto,27-10-2017,KP0625AF,"Rp108,000,000",36606,9,N/A,Cepat Kirim,Y,Pi-123,123,,,,,,,
Calvin,Carmen,Calvin@icloudx.com,Pariaman,26-10-2017,KP0750AJ,"Rp144,000,000",36482,8,N/A,Cepat Kirim,Y,Hm-559,559,,,,,,,
Aurelia,Siregar,Aurelia@livex.com,Cilegon,25-10-2017,KP0625AF,"Rp60,000,000",35649,5,4,Cepat Kirim,Y,Iq-500,500,,,,,,,
David,Hirawan,Hirawan@outlookx.com,Batam,24-10-2017,KP0850FB,"Rp168,000,000",35854,8,4,JENT,Y,Zf-809,809,,,,,,,
Gunawan,Api,Gunawan@gmailx.com,Kotamobagu,21-10-2017,KP0750AJ,"Rp180,000,000",36650,10,N/A,Swift Delivery,Y,Nr-221,221,,,,,,,
Herman,Sutandinata,Sutandinata@gmailx.com,Blitar,20-10-2017,KP0625AF,"Rp120,000,000",36418,10,N/A,Pru Logistic,Y,Jl-123,123,,,,,,,
Istini,Setyawan,Setyawan@ymailx.com,Palembang,19-10-2017,KP0225BB,"Rp40,000,000",35822,4,2,Wakanda Express,Y,Dx-661,661,,,,,,,
Guat,Lie,Guat@gmailx.com,Sorong,17-10-2017,KP0350CF,"Rp105,000,000",35387,3,2,JENT,Y,Dq-999,999,,,,,,,
Eric,Setiawan,Setiawan@outlookx.com,Denpasar,16-10-2017,KP0050AG,"Rp81,250,000",35378,5,N/A,Swift Delivery,Y,Ey-201,201,,,,,,,
Michael,Limited,Limited@icloudx.com,Cirebon,15-10-2017,KP0425CB,"Rp109,000,000",35765,4,4,Wakanda Express,Y,Oj-409,409,,,,,,,
Siauw,Leuchtenberg,Leuchtenberg@gmailx.com,Bandung,14-10-2017,KP0850FB,"Rp126,000,000",36476,6,4,JENT,N,Fj-409,409,,,,,,,
Aziar,Rusli,Aziar@ymailx.com,Jambi,13-10-2017,KP0850FB,"Rp189,000,000",36804,9,N/A,Swift Delivery,Y,Pz-512,512,,,,,,,
Dan,Sandjojo,Sandjojo@gmailx.com,Banjar,10-12-2017,KP0850FB,"Rp210,000,000",36756,10,N/A,Swift Delivery,Y,Vo-409,409,,,,,,,
Subuh,Luciana,Subuh@outlookx.com,Banjar,10-12-2017,KP0150BH,"Rp270,000,000",35677,10,5,JENT,N,Lq-409,409,,,,,,,
Retno,Meriati,Retno@livex.com,Makassar,10-10-2017,KP0850FB,"Rp105,000,000",35930,5,N/A,Wakanda Express,N,Tl-290,290,,,,,,,
Chandler,Sumantri,Chandler@icloudx.com,Tasikmalaya,10-09-2017,KP0925SG,"Rp45,000,000",36422,3,N/A,Cepat Kirim,Y,Uc-409,409,,,,,,,
Roger,Lim,Roger@gmailx.com,Metro,10-07-2017,KP0350CF,"Rp280,000,000",35853,8,N/A,Wakanda Express,N,Lv-150,150,,,,,,,
Rudi,Mang,Mang@gmailx.com,Malang,10-06-2017,KP0925SG,"Rp30,000,000",36469,2,N/A,Cepat Kirim,N,Rl-123,123,,,,,,,
Jemmy,Soegiharto,Soegiharto@gmailx.com,Meulaboh,10-04-2017,KP0925SG,"Rp30,000,000",36949,2,2,Wakanda Express,Y,Zj-101,101,,,,,,,
Kang,Perkasa,Kang@ymailx.com,Salatiga,10-03-2017,KP0925SG,"Rp135,000,000",36678,9,5,Swift Delivery,Y,Fm-410,410,,,,,,,
Nini,Lim,Nini@icloudx.com,Tangerang Selatan,10-03-2017,KP0850FB,"Rp168,000,000",36107,8,N/A,JENT,N,Rc-500,500,,,,,,,
Lijatini,Suryati,Suryati@gmailx.com,Lubuklinggau,10-02-2017,KP0350CF,"Rp245,000,000",36904,7,N/A,JENT,Y,Wg-661,661,,,,,,,
Edi,Mailoa,Edi@ymailx.com,Banjarbaru,10-02-2017,KP0225BB,"Rp40,000,000",35443,4,5,Wakanda Express,Y,Qe-991,991,,,,,,,
Kitty,Dharma,Dharma@ymailx.com,Solok,10-01-2017,KP0150BH,"Rp135,000,000",35482,5,N/A,JENT,Y,Fj-559,559,,,,,,,
Sujono,Franklin,Franklin@outlookx.com,Cilegon,28-09-2017,KP0625AF,"Rp120,000,000",36757,10,N/A,JENT,N,Up-500,500,,,,,,,
Leda,Indra,Indra@rocketmailx.com,Ternate,28-09-2017,KP0625AF,"Rp48,000,000",35817,4,4,Swift Delivery,Y,Lx-160,160,,,,,,,
Richard,Eldelina,Eldelina@livex.com,Tomohon,27-09-2017,KP0850FB,"Rp63,000,000",35235,3,5,Swift Delivery,N,Ap-221,221,,,,,,,
Pao,Halim,PAO@ymailx.com,Padang,27-09-2017,KP0550EH,"Rp225,000,000",35871,5,1,Cepat Kirim,N,Sk-559,559,,,,,,,
Raymond,Sapta,Raymond@icloudx.com,Bukittinggi,26-09-2017,KP0850FB,"Rp147,000,000",36674,7,5,Wakanda Express,N,Yx-559,559,,,,,,,
Roberto,Arpan,Roberto@gmailx.com,Pasuruan,26-09-2017,KP0750AJ,"Rp144,000,000",36374,8,5,Pru Logistic,N,Ej-123,123,,,,,,,
Lovri,Nelson,Lovri@livex.com,Gorontalo,25-09-2017,KP0850FB,"Rp168,000,000",36752,8,4,Swift Delivery,Y,Sv-983,983,,,,,,,
Herman,Hambali,Hambali@ymailx.com,Jayapura,25-09-2017,KP0425CB,"Rp190,750,000",36030,7,3,Cepat Kirim,Y,Ti-990,990,,,,,,,
Benny,Santoso,BENNY@ymailx.com,Solok,22-09-2017,KP0150BH,"Rp189,000,000",35284,7,N/A,Cepat Kirim,Y,Xc-559,559,,,,,,,
Sugiono,Tandjung,Sugiono@rocketmailx.com,Tanjungpinang,22-09-2017,KP0750AJ,"Rp162,000,000",35162,9,4,Cepat Kirim,N,Jx-809,809,,,,,,,
Dr.,Tenacious,Tenacious@icloudx.com,Parepare,22-09-2017,KP0225BB,"Rp60,000,000",36056,6,4,Swift Delivery,Y,Jb-290,290,,,,,,,
Husin,Yohan,Husin@gmailx.com,Subulussalam,21-09-2017,KP0925SG,"Rp75,000,000",36466,5,4,JENT,Y,Qg-101,101,,,,,,,
Ari,Nugraha,Nugraha@ymailx.com,Mataram,18-09-2017,KP0925SG,"Rp150,000,000",35861,10,N/A,JENT,Y,Nm-183,183,,,,,,,
Pudjiastuti,Fatina,Pudjiastuti@mex.com,Tebingtinggi,18-09-2017,KP0050AG,"Rp48,750,000",35802,3,5,Pru Logistic,N,Fg-662,662,,,,,,,
Romo,Januarti,Romo@ymailx.com,Balikpapan,17-09-2017,KP0150BH,"Rp189,000,000",35006,7,4,JENT,N,Ic-993,993,,,,,,,
Herumanlo,Sjah,Herumanlo@ymailx.com,Bekasi,17-09-2017,KP0225BB,"Rp30,000,000",36472,3,4,Wakanda Express,Y,Kh-409,409,,,,,,,
Elly,Gunawan,Elly@ymailx.com,Serang,13-09-2017,KP0625AF,"Rp108,000,000",35740,9,5,Wakanda Express,Y,Ik-500,500,,,,,,,
Suharman,Ida,Suharman@livex.com,Pontianak,13-09-2017,KP0625AF,"Rp108,000,000",36258,9,N/A,JENT,N,Ce-880,880,,,,,,,
Fan,Soetemo,Fan@outlookx.com,Madiun,09-10-2017,KP0750AJ,"Rp108,000,000",35008,6,3,Swift Delivery,Y,Cd-123,123,,,,,,,
Kitty,Hadi,Kitty@gmailx.com,Bukittinggi,09-09-2017,KP0925SG,"Rp90,000,000",36676,6,4,JENT,Y,Br-559,559,,,,,,,
James,Gunawan,James@ymailx.com,Langsa,09-09-2017,KP0225BB,"Rp30,000,000",36326,3,N/A,JENT,Y,Hd-101,101,,,,,,,
Ima,Wiriadinata,WIRIADINATA@ymailx.com,Cilegon,09-08-2017,KP0850FB,"Rp126,000,000",36010,6,N/A,JENT,Y,Fp-500,500,,,,,,,
Pradeep,Wirawan,Wirawan@rocketmailx.com,Mataram,09-06-2017,KP0850FB,"Rp63,000,000",35247,3,N/A,Wakanda Express,N,Wh-183,183,,,,,,,
Hermani,Ravi,Ravi@ymailx.com,Pasuruan,09-05-2017,KP0225BB,"Rp80,000,000",36454,8,N/A,Cepat Kirim,Y,Fl-123,123,,,,,,,
Robin,Rochimat,Robin@gmailx.com,Padang,09-03-2017,KP0150BH,"Rp189,000,000",35714,7,4,Swift Delivery,N,Eg-559,559,,,,,,,
Liem,Hamzah,Liem@ymailx.com,Padang Sidempuan,09-02-2017,KP0350CF,"Rp105,000,000",36145,3,N/A,JENT,Y,Tr-662,662,,,,,,,
Ahmad,Usman,Ahmad@ymailx.com,Malang,09-02-2017,KP0925SG,"Rp30,000,000",36721,2,N/A,Wakanda Express,Y,Ng-123,123,,,,,,,
Elline,Mckay,Elline@outlookx.com,Cirebon,09-02-2017,KP0625AF,"Rp24,000,000",36942,2,4,Swift Delivery,Y,Gg-409,409,,,,,,,
Jan,Ferdinand,Ferdinand@gmailx.com,Binjai,09-02-2017,KP0625AF,"Rp36,000,000",35870,3,5,JENT,Y,Au-662,662,,,,,,,
Devin,Victoria,Victoria@gmailx.com,Langsa,09-02-2017,KP0925SG,"Rp90,000,000",35687,6,N/A,Wakanda Express,Y,Bg-101,101,,,,,,,
Razief,Abelarde,Abelarde@livex.com,Meulaboh,09-01-2017,KP0225BB,"Rp80,000,000",35596,8,N/A,Pru Logistic,N,Ed-101,101,,,,,,,
Antonius,Azhari,Azhari@ymailx.com,Banda Aceh,28-08-2017,KP0850FB,"Rp189,000,000",35127,9,5,Pru Logistic,Y,Ok-101,101,,,,,,,
Alan,Tioniwar,Tioniwar@livex.com,Samarinda,28-08-2017,KP0350CF,"Rp70,000,000",36844,2,4,Wakanda Express,Y,Ps-993,993,,,,,,,
Madampath,Arief,Madampath@icloudx.com,Yogyakarta,26-08-2017,KP0625AF,"Rp120,000,000",35485,10,4,Pru Logistic,Y,Aq-444,444,,,,,,,
Roger,Suliawan,Roger@ymailx.com,Jakarta Pusat,25-08-2017,KP0425CB,"Rp163,500,000",35371,6,4,Cepat Kirim,N,Bj-333,333,,,,,,,
Elsa,Mogi,Elsa@livex.com,Tanjungbalai,24-08-2017,KP0625AF,"Rp48,000,000",36790,4,2,Pru Logistic,Y,Wi-662,662,,,,,,,
Budijuwono,Prasetyo,BUDIJUWONO@livex.com,Padang,22-08-2017,KP0750AJ,"Rp36,000,000",35887,2,N/A,Swift Delivery,Y,Tn-559,559,,,,,,,
Peter,Equity,EQUITY@outlookx.com,Jakarta Timur,19-08-2017,KP0625AF,"Rp48,000,000",35517,4,N/A,Swift Delivery,N,Xh-333,333,,,,,,,
Philip,Perkantoran,PHILIP@livex.com,Tual,19-08-2017,KP0425CB,"Rp81,750,000",36832,3,4,Pru Logistic,N,Rn-171,171,,,,,,,
Ferry,Ramchand,Ferry@gmailx.com,Tanjungbalai,19-08-2017,KP0625AF,"Rp108,000,000",35899,9,3,Cepat Kirim,Y,Eh-662,662,,,,,,,
Vivian,Kent,Kent@icloudx.com,Tanjungbalai,19-08-2017,KP0350CF,"Rp280,000,000",36235,8,4,#N/A,N,Qa-662,662,,,,,,,
Kompleks,Rusming,Kompleks@ymailx.com,Depok,17-08-2017,KP0850FB,"Rp126,000,000",35448,6,N/A,Wakanda Express,Y,Zr-409,409,,,,,,,
Sugun,Donald,Sugun@mex.com,Bontang,16-08-2017,KP0425CB,"Rp136,250,000",36320,5,N/A,Wakanda Express,N,Jc-993,993,,,,,,,
Reimer,Rahman,Reimer@ymailx.com,Pariaman,16-08-2017,KP0350CF,"Rp70,000,000",36546,2,N/A,Cepat Kirim,N,Fm-559,559,,,,,,,
Danny,Budhi,Budhi@ymailx.com,Makassar,14-08-2017,KP0850FB,"Rp189,000,000",35633,9,4,JENT,Y,Rx-290,290,,,,,,,
Aminoto,Siswanto,Siswanto@ymailx.com,Metro,08-10-2017,KP0350CF,"Rp140,000,000",35250,4,N/A,JENT,Y,Ec-150,150,,,,,,,
Sacheen,Aminah,Aminah@mex.com,Palopo,08-09-2017,KP0350CF,"Rp315,000,000",35209,9,N/A,Cepat Kirim,N,Ov-290,290,,,,,,,
Henry,Limardo,HENRY@gmailx.com,Ternate,08-09-2017,KP0150BH,"Rp108,000,000",36550,4,N/A,JENT,Y,Fh-160,160,,,,,,,
Indra,Kentjanawati,Kentjanawati@gmailx.com,Subulussalam,08-08-2017,KP0225BB,"Rp40,000,000",36617,4,4,Swift Delivery,Y,Xj-101,101,,,,,,,
Jamin,Gelael,Gelael@gmailx.com,Pekanbaru,08-07-2017,KP0750AJ,"Rp90,000,000",36389,5,3,Wakanda Express,Y,Lp-222,222,,,,,,,
Fas,Pramudyo,Pramudyo@icloudx.com,Kediri,08-07-2017,KP0625AF,"Rp60,000,000",36008,5,N/A,Wakanda Express,Y,Qs-123,123,,,,,,,
Angus,Kadarachman,Kadarachman@livex.com,Sorong,08-06-2017,KP0350CF,"Rp315,000,000",35335,9,N/A,Wakanda Express,Y,Vv-999,999,,,,,,,
Andy,Sulistyorini,Sulistyorini@gmailx.com,Palangkaraya,08-06-2017,KP0750AJ,"Rp144,000,000",35882,8,N/A,Swift Delivery,Y,Ml-992,992,,,,,,,
Stephen,"Subrata,",Stephen@rocketmailx.com,Lhokseumawe,08-04-2017,KP0750AJ,"Rp36,000,000",35416,2,4,Wakanda Express,N,Wv-101,101,,,,,,,
Anton,Aksa,Anton@ymailx.com,Solok,08-04-2017,KP0850FB,"Rp210,000,000",36775,10,3,Cepat Kirim,Y,Lb-559,559,,,,,,,
Kusnadi,Xaverius,Kusnadi@gmailx.com,Langsa,08-03-2017,KP0850FB,"Rp168,000,000",36179,8,N/A,JENT,Y,Co-101,101,,,,,,,
Djauhara,Tjandra,Djauhara@gmailx.com,Palembang,08-02-2017,KP0225BB,"Rp80,000,000",36076,8,3,Cepat Kirim,Y,Gb-661,661,,,,,,,
Eko,Soat,Eko@icloudx.com,Tasikmalaya,08-01-2017,KP0850FB,"Rp189,000,000",35725,9,N/A,Cepat Kirim,Y,Th-409,409,,,,,,,
Kaizer,Subianto,Kaizer@gmailx.com,Manado,28-07-2017,KP0750AJ,"Rp162,000,000",35742,9,N/A,Swift Delivery,Y,Nq-221,221,,,,,,,
Richard,Padilla,Padilla@gmailx.com,Pontianak,28-07-2017,KP0925SG,"Rp105,000,000",35239,7,N/A,Cepat Kirim,N,La-880,880,,,,,,,
Djoni,Kusumawati,Djoni@ymailx.com,Bogor,26-07-2017,KP0925SG,"Rp150,000,000",35080,10,N/A,JENT,Y,Js-409,409,,,,,,,
Herry,Soegiarto,Soegiarto@gmailx.com,Metro,25-07-2017,KP0625AF,"Rp60,000,000",36065,5,4,Wakanda Express,Y,Pv-150,150,,,,,,,
Beata,Sumartono,Sumartono@icloudx.com,Palu,22-07-2017,KP0350CF,"Rp210,000,000",36707,6,N/A,Wakanda Express,Y,Hy-280,280,,,,,,,
Alex,Ganasutrisna,Alex@livex.com,Serang,22-07-2017,KP0850FB,"Rp189,000,000",35193,9,N/A,Pru Logistic,Y,Qm-500,500,,,,,,,
Nelson,Kuchenbecker,Kuchenbecker@livex.com,Madiun,21-07-2017,KP0850FB,"Rp42,000,000",35761,2,N/A,JENT,N,Xe-123,123,,,,,,,
Meslin,Leitch,MESLIN@gmailx.com,Pariaman,20-07-2017,KP0625AF,"Rp72,000,000",35997,6,N/A,JENT,Y,Jc-559,559,,,,,,,
Elisabeth,Djohari,Elisabeth@ymailx.com,Depok,20-07-2017,KP0625AF,"Rp48,000,000",35868,4,N/A,JENT,Y,Dw-409,409,,,,,,,
Hari,Mulyono,Mulyono@ymailx.com,Bandung,17-07-2017,KP0625AF,"Rp96,000,000",35605,8,4,JENT,Y,Lf-409,409,,,,,,,
Chu,Tirtaguna,Tirtaguna@ymailx.com,Dumai,15-07-2017,KP0925SG,"Rp105,000,000",36215,7,4,JENT,Y,Er-222,222,,,,,,,
Iwan,Alamsjah,Alamsjah@gmailx.com,Palembang,14-07-2017,KP0925SG,"Rp45,000,000",35382,3,N/A,Wakanda Express,Y,Bw-661,661,,,,,,,
Stephen,Effendi,Stephen@gmailx.com,Lubuklinggau,07-09-2017,KP0925SG,"Rp135,000,000",35477,9,N/A,Cepat Kirim,N,Tl-661,661,,,,,,,
Arie,Sutandy,Arie@ymailx.com,Palopo,07-09-2017,KP0925SG,"Rp30,000,000",36099,2,4,Swift Delivery,Y,Db-290,290,,,,,,,
"Raymond,",Angkosubroto,Raymond@mex.com,Padangpanjang,07-05-2017,KP0625AF,"Rp96,000,000",36407,8,N/A,Cepat Kirim,N,Cy-559,559,,,,,,,
Rudy,Na,Na@livex.com,Sabang,07-05-2017,KP0150BH,"Rp162,000,000",35309,6,N/A,Swift Delivery,N,Aq-101,101,,,,,,,
Anuj,Kusumawati,Anuj@livex.com,Makassar,07-04-2017,KP0850FB,"Rp189,000,000",35847,9,N/A,JENT,Y,Jd-290,290,,,,,,,
Angus,Sik,Sik@ymailx.com,Magelang,07-03-2017,KP0350CF,"Rp210,000,000",36564,6,N/A,Pru Logistic,Y,Vi-410,410,,,,,,,
Arman,Maya,Arman@livex.com,Tebingtinggi,07-03-2017,KP0350CF,"Rp70,000,000",36111,2,N/A,Cepat Kirim,Y,Zj-662,662,,,,,,,
Gahet,Frederik,Gahet@outlookx.com,Padang,07-01-2017,KP0150BH,"Rp162,000,000",36193,6,N/A,Wakanda Express,Y,Ne-559,559,,,,,,,
Grant,Sutantyo,Grant@ymailx.com,Surakarta,27-06-2017,KP0925SG,"Rp120,000,000",35992,8,2,Pru Logistic,Y,Ji-410,410,,,,,,,
